,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels,newDevelopmentFinished
139,14,102823510,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/b7/b3/1168533807.jpg,36,800000.0,flat,sale,190.0,4,2,Paseo Castellana,Madrid,Madrid,es,40.4704389,-3.6880658,False,https://www.idealista.com/inmueble/102823510/,421,"Piso en venta Barrio Castilla, Chamartín 4 habitaciones, 190 m2 FD1014 Miramadrid Real Estate presenta esta excepcional propiedad. La maravillosa vivienda esta para reformarla íntegramente. Fantástica inversión, para una familia para crear la casa de sus sueños en uno de los mejores barrios de Madrid, o segregarla en varias piezas (2 o 3) y aprovechar su envidiable situación para gestionarla en rent to rent, alquiler, co-living u otras opciones. Esta señorial vivienda, completamente exterior y con dos entradas, consta de 190 m² construidos a los que se accede a través de un hall de entrada y se distribuye en un salón y un salón comedor de generosas dimensiones, 4 dormitorios, 2 cuartos de baño, cocina con tendedero, y office, 1 trasteros, 1 cotizada plaza de garaje en excelente situación y 2 terrazas a dos orientaciones diferentes (NE y SE). A la finca se accede por el impresionante Paseo de la Castellana, que te lleva a unos amplios y tranquilos jardines privativos, para llegar a un elegante portal que cuenta con conserje y tan sólo dos vecinos en cada una de sus siete plantas.  La vivienda cuenta con numerosos armarios en las diferentes estancias, calefacción central con consumo individualizado. El distrito de Chamartín se encuentra situado en la zona noreste de Madrid, eje central y centro neurálgico de la actividad empresarial de la capital madrileña en el que conviven diferentes estilos de vida y en el que destacan sus grandes avenidas, zonas residenciales, edificios oficiales, ministerios, embajadas, museos, auditorios de música, etc. Se trata de un distrito ideal para aquellas personas que demandan vivienda de calidad sumada a una amplia gama de servicios, comercios, colegios, instalaciones deportivas, hoteles, oferta gastronómica y de ocio, hospitales, clínicas y una amplia red de transporte público. Esta zona en expansión y el desarrollo empresarial e inmobiliario en la zona con la futura Operación Chamartín, auguran un futuro prometedor para inversores y particulares que quieran establecerse en esta zona de la capital.",False,renew,False,4211.0,{'typology': 'flat'},"{'subtitle': 'Castilla, Madrid', 'title': 'Piso en Paseo Castellana'}",True,True,False,False,,False,False,FD1014,3,True,Chamartín,Castilla,True,,,
140,15,94059996,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/e9/7a/890156550.jpg,67,1300000.0,chalet,sale,978.0,7,6,Calle Caravaca,Madrid,Torrelodones,es,40.5716699,-3.943444,False,https://www.idealista.com/inmueble/94059996/,24477,"Magnífico chalet independiente en Torrelodones Colonia, con una superficie de 978 m² construidos en parcela de 2.520 m². Ubicación privilegiada en la urbanización residencial Las Marías. Jardín consolidado con vegetación autóctona y arbolado centenario. Riego automático en toda la parcela. Pozo y Aljibe. Piscina con zona de barbacoa.  En la finca hay dos edificaciones: Vivienda principal y vivienda de invitados. Dispone de dos accesos a la finca, con dos garajes independientes con capacidad para 6 coches. La vivienda principal diseñada en dos plantas. Dispone de 7 dormitorios y 6 baños. Distribución planta principal: Hall distribuidor, armario, salón con chimenea, comedor con chimenea. Cocina con office con comedor y salón de diario. Dormitorio de servicio, baño, cuarto de caldera y acceso a planta baja. Dormitorio principal en suite con vestido. Tres dormitorios secundarios, baño y despacho. En planta baja: un dormitorio con salida a jardín, baño, tratero y amplio salón multiusos con chimenea, barra, bodega y amplios ventanales al jardín. La casa de invitados dispone de habitación, baño, cocina y amplia terraza. En la planta baja de la casa de invitados dispone de 1 baño, cuarto de bomba del aljibe, trastero, garaje para 4 coches y amplia estancia multiusos.  Magnífica ubicación. Próxima a casco urbano y a todos los servicios de Torrelodones Colonia. Conexión con la A-6 (A Coruña) y estación de RENFE a menos de 5 minutos en coche. La vivienda necesita reforma.",False,renew,False,1329.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Las Marías, Torrelodones', 'title': 'Casa independiente en Calle Caravaca'}",True,False,False,False,,False,False,MG185,,,Las Marías,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'villaType', 'text': 'Villa'}]",
141,16,101999829,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/52/c8/6a/1140847696.jpg,31,180000.0,chalet,sale,120.0,3,2,rincón,Madrid,Aldea del Fresno,es,40.321331,-4.2000854,False,https://www.idealista.com/inmueble/101999829/,46207,"Chalet independiente en Urbanización Privada en Aldea del Fresno preparada para vivir todo el año o como Segunda Residencia.    Situada en una gran demarcación natural, a 3min en coche del Rio Alberche con zonas de recreación,   parada de autobús en la entrada de la urbanización situada al lado del acceso al Safari Park.  Vivienda situada en una parcela de 185 metros, con aparcamiento abierto para dos coches, amplio   jardín y piscina de agua salada con jacuzzi en excelente estado de conservación, zona de barbacoa   con fregadero, horno de piedra y una pequeña cocina en el exterior, excelente porche a la entrada de   la casa limitado con balaustrada, la vivienda consta de un amplio salón independiente muy luminoso   con chimenea cerrada, un baño completo, dos habitaciones con armarios empotrados, una habitación   tipo suite con baño incorporado y armario empotrado, cocina de gran tamaño totalmente equipada   con acceso a un patio trasero con un cuarto independiente de lavado y planchado.  Carpintería interior en blanco.   Ventanas de aluminio lacadas en blanco.  Aire acondicionado en todas las estancias.  Calefacción eléctrica.   Totalmente reformada. Si quieres triunfar te ayudamos a cumplir tus metas, no dudes en llamarnos.",False,good,False,1500.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Aldea del Fresno', 'title': 'Casa independiente en rincón'}",True,False,False,False,,False,False,,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
142,17,100928834,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/66/84/1140485677.jpg,80,452450.0,flat,sale,220.0,5,3,barrio Simancas,Madrid,Madrid,es,40.4381151,-3.6234186,False,https://www.idealista.com/inmueble/100928834/,6387,"Espectacular Loft de lujo, estilo Manhattan, de 220 m2, con 5 habitaciones dobles y 3 baños completos, 2 en suite incorporados a las 2 habitaciones principales, uno con jacuzzi incluido, 2 con enormes duchas de diseño. Reforma con primeras calidades: gres calidad porcelanosa en baños y en cocina amueblada con electrodomésticos de primeras marcas, preciosa tarima de roble en salón y dormitorios, armarios empotrados vestidos hechos a medida en todas las habitaciones, vestidor en la principal, amplio hall de entrada, salón de 60 m2 con varios ambientes y cocina abierta estilo americano con península de piedra natural de mármol para desayunos y cenas informales, y comedor con gran mesa y alacena para comer en familia. Techos de 3,25 metros y Rodapiés de 16 cm que resalta todas las estancias. Calefacción central de gasóleo y bomba de calor-frío en todo el inmueble, puerta de seguridad y cerramientos climalit en todas las ventanas. Todo el Loft está además aislado acústicamente para tranquilidad y privacidad total. La iluminación directa e indirecta es fantástica. 2 plazas de garaje de acceso directo por ascensor incluidas en el precio. El loft cuenta con licencia de actividad empresarial que permite trabajar en él y deducirse los gastos como en una oficina. Ideal para tele-trabajo al igual que para familias grandes o numerosas, o como inversión para alquilar a largo plazo, CON RENTABILIDAD DEL 11%. Gastos de comunidad 150 euros/mes, IBI 754 euros/año. El edificio tiene portero físico y vigilantes 24 horas, con garita de control de acceso. La ubicación es excelente y estratégica: a escasos km del aeropuerto y el recinto ferial IFEMA, el barrio Conde Orgaz, Alcalá y Arturo Soria, El Liceo Francés y otros 4 colegios bilingües, centros médicos, centros comerciales El Corte Inglés-Hipercor, Palacio de Hielo, Plenilunio, Mercadona, tiendas chinas y todo tipo de comercios. Barrio con diversas salidas por calle o carreteras: Julián Camarillo y Alcalá directo al barrio de Salamanca sin salir de Madrid, Avenida de Arcentales a la M-23 y O´Donnell, M-40 en las dos direcciones, M-30 por la A-2, no hay ningún lugar inaccesible! Metro Suanzes y Torre Arias a 8 minutos andando y varios autobuses en la puerta. También tiene un gimnasio de 800 m2 en el bajo del edificio y un Restaurante con terraza ático con vistas panorámicas a Madrid y carta y menú diario.",False,good,False,2057.0,{'typology': 'flat'},"{'subtitle': 'Simancas, Madrid', 'title': 'Piso'}",True,False,False,False,,False,False,Piovera-Univ Navarra 2,6,True,San Blas,Simancas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
143,18,102891998,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/c0/42/1170862188.jpg,11,187000.0,flat,sale,45.0,2,1,"Calle de Juan Bautista de Toledo, 28",Madrid,Madrid,es,40.4424451,-3.672678,True,https://www.idealista.com/inmueble/102891998/,3026,"""Agencia inmobiliaria de MADRID | zona BARRIO PROSPERIDAD | Oficina Tecnocasa de MADRID vende oficina en Juan Bautista de Toledo Nº 28 entreplanta. Oficina exterior muy luminosa de 2 dormitorios y 1 baño con cocina americana. Actualmente está en trámite para cambio de uso a vivienda. La zona dispone de todo tipo de comercios, colegios, supermercados, farmacias y está bien comunicado mediante transporte público, ya que está ubicado junto los metros: Prosperidad (L4), Cartagena (L7) y Avenida América (L 4,6, 7,9). TECNOCASA pone a su disposición su departamento financiero KÍRON, primera red de intermediación financiera líder en España, para ofrecerle un asesoramiento totalmente gratuito y sin compromiso. No dude en avisarnos para concertar una cita a la hora de realizar su visita al inmueble. "".",False,good,False,4156.0,{'typology': 'flat'},"{'subtitle': 'Prosperidad, Madrid', 'title': 'Piso en Calle de Juan Bautista de Toledo, 28'}",False,False,False,False,,False,False,,en,True,Chamartín,Prosperidad,True,,,
144,19,100555519,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/1c/05/1097492807.jpg,29,192100.0,chalet,sale,306.0,4,3,Ugena,Toledo,Ugena,es,40.1601221,-3.8791057,False,https://www.idealista.com/inmueble/100555519/,37710,"OPORTUNIDAD DE INVERSIÓN: El Inmueble se transmite ocupado por tercero sin título, consúltenos por las condiciones especiales del mismo. No permite visitas físicas al inmueble. Dicha situación ha sido especialmente tenida en cuenta en la fijación del precio.  Ubicada en la localidad de Ugena, en Toledo, se encuentra esta Casa unifamiliar pareada de 280,48 m2. La propiedad data del año 2008, teniendo así una antigüedad de 11 años. Su interior se divide en dormitorios, un baño, salón-comedor y cocina, distribuido a lo largo de dos alturas sobre rasante y una altura bajo rasante, sin ascensor.",False,renew,False,628.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Ugena', 'title': 'Casa independiente'}",False,False,False,False,,False,False,900-7060238,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
145,20,86927474,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/b5/23/706120683.jpg,18,117500.0,chalet,sale,160.0,3,3,Calle Villarrubia Rodrigo,Toledo,Cedillo del Condado,es,40.1174995,-3.9355034,False,https://www.idealista.com/inmueble/86927474/,44102,"Chalet adosado a estrenar en venta en la localidad de Cedillo del Condado, provincia de Toledo. Distribuido en de dos plantas, dispone de 3 dormitorios, con armarios empotrados, 3 baños, cocina amueblada y salón-comedor. Cuenta también con una entrada de vehículos y cochera propia a la entrada; y un jardín trasero con acceso desde el salón. Se ubica a menos de 5 minutos en coche del Ayuntamiento del municipio y de todos los servicio básicos que ofrece el municipio: colegios, comercios, etc. Está a tan solo 30 minutos de Toledo por la autovía A-42. Llámanos y ven a ver este chalet sin compromiso. Te esperamos. En Aliseda Inmobiliaria tenemos la mayor oferta de inmuebles al mejor precio garantizado. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.  Oportunidad de inversión: inmueble ocupado. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,734.0,{'typology': 'chalet'},"{'subtitle': 'Cedillo del Condado', 'title': 'Chalet en Calle Villarrubia Rodrigo'}",False,False,False,False,,False,False,CAN0000161126,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
146,21,102668017,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/a7/5e/1164222071.jpg,30,369900.0,chalet,sale,260.0,5,2,Torres de la Alameda,Madrid,Torres de la Alameda,es,40.4034298,-3.3637562,False,https://www.idealista.com/inmueble/102668017/,28402,"Agencia inmobiliaria “TECNOCASA ESTUDIO LOECHES-TORRES DE LA ALAMEDA”: Vende “MAGNÍFICO” chalet independiente en “Torres de la Alameda” de 260m2 construidos compuestos por: hall, salón-comedor, 5 dormitorios, 2 baños. -Planta principal: espectacular salón-comedor con salida al patio, cocina-office, 1 baño completo con ducha. Acceso al jardín y garaje. -Planta superior: amplias y luminosas habitaciones con armario empotrado:  Habitación principal suite con jacuzzi, vestidor y terraza.  Habitación con terraza con vistas a la calle.  Habitación individual.  Baño dividido en dos espacios. - En buhardilla: dos habitaciones acondicionadas. Suelos de cerámica en toda la vivienda. La vivienda cuenta con ventanas de PVC climalit oscilobatiente /paralelas correderas, paredes de pintura gota, calefacción gas natural, chimenea en el salón con conductos a las habitaciones superiores, puertas de color madera y la puerta de entrada PVC. ¡FINCA CON GARAJE: ¡CAPACIDAD 2 VEHICULOS, ESPACIO DE ALMACENAMIENTO, ¡PISCINA PRIVADA Y ESPECTACULAR PARCELA DE 335M2! y Superficie gráfica—468m2 El inmueble está situado en una zona ya consolidada con multitud de servicios alrededor y bien comunicada por la red de transportes del municipio. Parques y zonas infantiles cercanas. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACION 100%.",False,good,False,1423.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Torres de la Alameda', 'title': 'Casa independiente'}",False,False,False,False,,False,False,,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
147,22,97114155,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/fe/1d/966735170.jpg,1,88000.0,flat,sale,95.0,3,2,Noroeste,Madrid,Torrejón de Ardoz,es,40.4601938,-3.4861622,False,https://www.idealista.com/inmueble/97114155/,17165,"Piso en venta situado en Torrejón de Ardoz, Madrid. Vivienda construida en el año 1979, en un edificio residencial con 129 m² distribuidos en salón-comedor, cocina independiente, 3 dormitorios y 2 baños. Situada en el núcleo urbano, en una zona dotada de todo tipo de servicios básicos necesarios como, instalaciones deportivas, comercios, restaurantes, etc. A pocos metros del centro de salud Fronteras, y a pocos minutos a pie del ayuntamiento de la localidad.Cuenta con buena accesibilidad tanto pública con varias paradas de autobús cercanas y la estación de tren a menos de 700 metros, como privada a través de la A-2. El aeropuerto de Adolfo Suárez Madrid Barajas, se sitúa e menos de 15 minutos en vehículo. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. Si a fecha de venta el vendedor hubiese demandado judicialmente la ocupación, podrá el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno al vendedor como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, el vendedor hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose el vendedor del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impiden i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación, no podrá ser hipotecado. En consecuencia, no podrá constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética (en el caso de que el activo lo requiera). Se recomienda que el comprador obtenga asesoramiento profesional antes de adoptar la decisión de compra., El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. Si a fecha de venta el vendedor hubiese demandado judicialmente la ocupación, podrá el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno al vendedor como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, el vendedor hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose el vendedor del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impiden i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación, no podrá ser hipotecado. En consecuencia, no podrá constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética (en el caso de que el activo lo requiera). Se recomienda que el comprador obtenga asesoramiento profesional antes de adoptar la decisión de compra.",False,good,False,926.0,{'typology': 'flat'},"{'subtitle': 'Noroeste, Torrejón de Ardoz', 'title': 'Piso'}",False,False,False,False,,False,False,A0-96445-0001,2,,Noroeste,,False,,,
148,23,102765781,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/e6/3a/1166584948.jpg,35,236000.0,flat,sale,83.0,2,1,Calle de Felisa Méndez,Madrid,Madrid,es,40.3954686,-3.6716618,False,https://www.idealista.com/inmueble/102765781/,8053,"SERVICHECK INMOBILIARIA, comercializa precioso piso de 2 habitaciones y 1 cuartos de baño con plato de ducha, vivienda exterior con una preciosa terraza, vivienda con un diseño moderno y acabados de gran calidad y trastero, una vivienda funcional, en una ubicación excelente y estratégica para disfrutar de la ciudad sin renunciar a nada. gran terraza de 8 metros con salida desde el salón. Son primeras calidades, tiene suelo radiante, máquina de aire acondicionado y bombas de calor, máquina de ventilación y purificación de aire, extractores de seguridad, y ventilación, agua caliente sanitaria con placas solares, armarios vestidos con cajoneras, ventanas cortizo con climalit, cerámica en toda la casa, baños completos con muebles, cocinas amuebladas con electrodomésticos (vitro, campana, lavadora, lavavajillas, nevera y horno), construidos con la nueva normativa del 2021. Una oportunidad de adquirir una vivienda a estrenar a escasos metros aun paso del parque de Tierno Galván, y del nuevo proyecto de soterramiento de la M30 elevando la zona y uniendo pacifico con puente de vallecas, destacar también la gran cantidad de ocio y deporte gracias a la zona comercial de Méndez Álvaro y Vallecas. Excelentemente comunicada tanto por transporte público con diversas líneas de autobús y metro a unos pasos de la puerta de casa, como si nos vamos de viaje, AVE a diez minutos, Aeropuerto bien conectado y M30 más carreteras de acceso directo como la A3 o la A4. vivienda rodeada de supermercados, centros de especialidades médicas, restaurantes, bibliotecas municipales, colegios e institutos, si gracias a la zona comercial de Méndez Álvaro y Vallecas. Viviendas prácticas, luminosas, cuidadas hasta en los más mínimos detalles. Por dentro y por fuera. Con espacios llenos de posibilidades para garantizar tu bienestar, esta céntrica zona de la capital estarás cerca de todo, mientras disfrutas de un espacio único. Su ubicación convierte a este residencial en un lugar para disfrutar de la ciudad con tan solo mirar por la ventana. A su perfecta ubicación se suman todas las comodidades, soluciones técnicas y constructivas que te sorprenderán. Mejor ver, preguntar por Carlos Nastasia 695_190_289 (también se atiende por WhatsApp).",True,good,False,2843.0,{'typology': 'flat'},"{'subtitle': 'San Diego, Madrid', 'title': 'Piso en Calle de Felisa Méndez'}",True,False,True,False,{'groupDescription': 'Top'},False,False,Venta-Felisa1-2h,1,True,Puente de Vallecas,San Diego,True,,,
149,24,102245344,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/e6/79/1174382510.jpg,26,240000.0,chalet,sale,126.0,3,3,Vegas de Matute,Segovia,Vegas de Matute,es,40.7830716,-4.2431118,False,https://www.idealista.com/inmueble/102245344/,58522,"Últimas unidades. ¿Estás listo para vivir la vida que siempre soñaste? Te presentamos una oportunidad única que no puedes dejar pasar: una hermosa casa pareada en la Sierra de Guadarrama, junto al hoyo 10 de un campo de golf, con vistas espectaculares, incluyendo algunas con vista al lago. Esta vivienda ofrece todo lo que puedas desear y más. Con tres dormitorios y tres baños completos, esta casa es ideal para una familia que busca espacio y comodidad. Además, el salón con doble altura te brinda una sensación de amplitud y luminosidad que te hará sentir como si estuvieras viviendo en un oasis de tranquilidad. Pero eso no es todo. Imagina tener una parcela de aproximadamente 600 metros cuadrados de uso privado. Esto significa que tienes espacio más que suficiente para crear tu propio paraíso al aire libre, ya sea para disfrutar del sol, cultivar un jardín o simplemente relajarte en tu propio espacio. La ubicación en la Sierra de Guadarrama no solo te brinda un entorno natural impresionante, sino que también te coloca a un paso de Madrid. Si necesitas acceder a la ciudad, solo te tomará unos minutos. Pero cuando regreses a casa, te espera la tranquilidad y la belleza de la sierra. Esta es una oportunidad única para asegurar tu futuro en un lugar que combina lo mejor de ambos mundos: la comodidad de una casa espaciosa y moderna, con la belleza de la naturaleza y la proximidad a la ciudad. No dejes que esta oportunidad pase de largo. Esta casa pareada es mucho más que una vivienda; es un hogar donde podrás construir recuerdos invaluables. Contacta con nosotros hoy mismo para programar una visita y descubrir el lugar donde comenzará tu nueva vida. No te arrepentirás de dar este paso hacia la casa de tus sueños. ¡Te esperamos! El precio es desde 240.000€+IVA.",True,good,False,1905.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Vegas de Matute', 'title': 'Chalet pareado'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,,,,,,,,,
150,0,101834594,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/6e/5f/1135384318.jpg,23,105000.0,chalet,sale,120.0,3,1,"Calle chapinería, 7",Madrid,Villanueva de Perales,es,40.3471669,-4.1019548,True,https://www.idealista.com/inmueble/101834594/,37412,"¡CAPITAL HOME VENDE EN EXCLUSIVA perfecta casa de pueblo de 3 dormitorios con   terraza y patio! La vivienda se distribuye en un amplio pasillo que da paso a 3 dormitorios con amplias ventanas que proporcionan mucha luz a la vivienda, un baño completo con bañera y exterior y un salón con posibilidad de unirlo con la cocina.  La vivienda dispone además de una gran terraza con posibilidad de ampliar la zona exterior de la vivienda y contar con un amplio patio exterior que conectaría con el garaje.  Sin duda una oportunidad de compra para hacer una vivienda cómoda y de gran accesibilidad.  Además se vende junto a garaje con capacidad para dos vehículos, junto a trastero de más de 20m2. La vivienda se encuentra situada en una zona tranquila de buen acceso a las carreteras y el centro del municipio donde encontramos el centro médico, zonas de restauración y parques.   NO DUDE EN LLAMARNOS PARA CONCERTAR UNA VISITA  100% DE FINANCIACIÓN.",True,good,False,875.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Villanueva de Perales', 'title': 'Chalet adosado en Calle chapinería, 7'}",True,True,False,False,{'groupDescription': 'Destacado'},False,False,,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
151,1,102714039,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/38/a3/1165722978.jpg,19,99900.0,flat,sale,41.0,1,1,francisco fatou,Madrid,Madrid,es,40.382789,-3.6200204,False,https://www.idealista.com/inmueble/102714039/,11001,"""Grupo Hogares"" vende en exclusiva piso en Vallecas. La vivienda exterior consta de una habitación, un baño completo, cocina, y salón independiente, ideal para parejas o incluso inversores. El piso presenta una distribución lógica y equilibrada, con formas geométricas sobrias en todas sus estancias, haciendo fácil su amueblado. Su ubicación ofrece una sencilla incorporación a la carretera A-3. Se encuentra próxima a la estación de Metro ""Villa de Vallecas "" y ""Sierra de Guadalupe¨. Cuenta en sus proximidades con todos los servicios: líneas de autobús, farmacias, centros deportivos, centros educativos, parques públicos, supermercados, centros sanitarios, etc. ¡Consigue con nuestro departamento financiero hasta el 100% de financiación!",True,renew,False,2437.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico de Vallecas, Madrid', 'title': 'Piso en francisco fatou'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,,en,True,Villa de Vallecas,Casco Histórico de Vallecas,True,,,
152,2,100821148,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/d3/4f/1175586815.jpg,18,145000.0,studio,sale,106.0,0,2,Carlos Ruiz,Madrid,Collado Villalba,es,40.6281359,-4.0180189,False,https://www.idealista.com/inmueble/100821148/,33097,"En Elephant Real estate No cobramos honorarios al comprador. El momento más esperado del día es volver a casa y descansar. Disfrutar de un rincón donde poder hacerlo ya sea porque o queda cerca del trabajo o bien porque te gusta tenerlo todo al alcance de tu mano. Cuando trabajamos mucho sabemos la importancia de todo esto y todavía lo deseamos más. Aquí, esto dejará de ser un sueño. Podrás vivir en un entorno privilegiado y muy estratégico a nivel comercial y seguir sintiéndote cerca de Madrid capital.  ESTE LOFT ES ESPECIAL PORQUE:  Está ubicado en el polígono industrial (P29) de collado Villalba, rodeado importantes comercios ya que su entorno es la zona comercial de la Sierra de Madrid se encuentra bien ubicado con respecto a la estación de tren, a la que podrás llegar a tan solo 5 minutos en coche.  Es una vivienda cuidada, bien mantenida y muy luminosa, tiene además una gran entrada de luz desde sus ventanales.  Se trata de un espacio diáfano de 100m2 con dos áreas interiores cerradas una que sirve de baño con plato de ducha y servicio y otra que sirve de lavadero y también trastero. DISTRIBUCIÓN: Te invitamos a conocer este loft - oficina de 106m2 construidos en total y 100 m2 útiles aprox. distribuido en un amplio estudio - dormitorio con aseo y lavandero  Las posibilidades de distribución pueden ser utilizadas según tus gustos, criterios decorativos o prioridades, actualmente nos encontramos un gran salón, área de comedor, área de despacho y área de recibo, cocina moderna independiente con lo justo y necesario para desarrollar tus habilidades culinarias. COMUNICACIONES: A tan sólo 5 minutos en coche de la estación de tren de Villalba y de las líneas de autobús 682 y 672A que te comunicarán con Moncloa (50 minutos)  HOSPITALES Y CENTROS DE SALUD Hospital de Villalba, Hospital del Escorial, centro de salud de Galapagar CENTROS EDUCATIVOS Equipo General Collado Villalba, Ceip Rosa Chacel, Ceip Mariano Benlliure, El Mundo De Los Niños, I. E. S. Lázaro Cárdenas - Calle Isla de Sálvora 153, los pitufos y trébol  ZONA COMERCIAL Y DE OCIO La Casa De La Carne, Bm - Calle Gramil, Corimar, Tahona El Asador De Arévalo, Maxi dia, DIF entrenamiento funcional (gimnasio), Ziro sport (gimnasio). C. C los olivos. Talleres de automoción. HIPERUSERA, Maspornenos, jugueterías y muchos comercios más  Más información en.",False,good,False,1368.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Carlos Ruiz, Collado Villalba', 'title': 'Estudio'}",True,False,True,False,,False,False,04141,1,True,Carlos Ruiz,,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'loftType', 'text': 'Loft'}]",
