,level_0,index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,highlight,labels,newDevelopmentFinished
494,494,19,103029157,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/27/91/1175651408.jpg,3484,16,2,160000.0,flat,sale,83.0,True,2,1,Calle santa lucia,Madrid,Leganés,La Fortuna,es,La Fortuna,40.3579733,-3.781615,False,https://www.idealista.com/inmueble/103029157/,3372,"PISOFACIL.NET VENDE MARAVILLOSO PISO EN LA FORTUNA LEGANÉS - 2ª EXTERIOR SIN ASCENSOR Te presentamos este encantador piso en el Barrio de La Fortuna en Leganés. Ubicado en la segunda planta sin ascensor, este luminoso piso cuenta con 83m² construidos, en el que encontraras un amplio salón comedor independiente, perfecto para disfrutar de momentos en familia. Una cocina integral independiente, que está equipada con algunos electrodomésticos. La vivienda cuenta con 2 habitaciones, anteriormente eran 3, con armarios empotrados. El baño completo tiene un moderno plato de ducha. Además, podrás disfrutar de una agradable terraza. En cuanto a comodidades, la calefacción es individual y funciona con gas natural. También encontrarás aire acondicionado en el salón y las dos habitaciones, ideal para los días calurosos. Los suelos de parquet le dan un toque cálido y acogedor al hogar. Las ventanas son de aluminio y tienen persianas, brindando aislamiento y tranquilidad. Las puertas son de madera y la puerta principal es blindada, garantizando tu seguridad. Construido en 1969, este piso se encuentra en muy buen estado y es de segunda mano. Su orientación sur permite disfrutar de una excelente iluminación natural. Además, tienes la opción de adquirir una plaza de garaje por un precio adicional de 8.000€. La ubicación es inmejorable, con todo lo que necesitas tener al alcance de tu mano. Cerca encontrarás paradas de autobuses, la estación de metro Madrid La Fortuna línea 11, centro de salud, escuelas y colegios, zonas ajardinadas, comercios y supermercados. No pierdas la oportunidad de vivir en este maravilloso piso en una ubicación privilegiada.  ¡Contáctanos para más información y concertar una visita! CARACTERÍSTICAS BÁSICAS: 83 m² construidos, 68 m² útiles Salón comedor independiente Cocina integral independiente 2 habitaciones (antes 3) con armarios empotrados. 1 baño completo con plato de ducha Terraza Calefacción individual: Gas natural Aire acondicionado  Suelos en Parquet Ventanas en aluminio con persianas Puestas en madera Puerta principal blindada Segunda mano/buen estado Orientación sur Construido en 1969 *El precio de la oferta puede ser modificado o darse de baja sin previo aviso. Todos los datos expuestos son meramente orientativos. El precio no incluye impuestos ni gastos. Se debe añadir a la compra en viviendas de segunda mano el ITP, en viviendas de Obra Nueva el IVA y AJD y en ambos casos los honorarios de la agencia, notaria y registro. SOLICITE MÁS INFORMACIÓN SIN COMPROMISO EN EL TELÉFONO, TAMBIÉN POR WHATSAPP   SERVICIOS AL COMPRADOR - Estudio de solvencia totalmente gratuito - Financiación al 100%, previo estudio - Acuerdos de colaboración con entidades bancarias para conseguir las mejores condiciones económicas de tu préstamo hipotecario - Asistencia profesional durante todo el proceso de compra-venta de tu vivienda, incluso después de la firma de escrituras y entrega de llaves - Más de 15 años de experiencia en el sector inmobiliario REFERECIA: 3484.",False,good,False,False,1928.0,{'typology': 'flat'},"{'subtitle': 'La Fortuna, Leganés', 'title': 'Piso en Calle santa lucia'}",True,False,False,False,False,False,,,,
495,495,20,103389502,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/e7/c1/1187962457.jpg,RP1422023121507,23,bj,315000.0,flat,sale,139.0,True,4,2,El Rosón - Kelvinator,Madrid,Getafe,El Rosón - Kelvinator,es,,40.3173597,-3.7342252,False,https://www.idealista.com/inmueble/103389502/,3378,"¡SE VENDE AMPLIA Y CÓMODA VIVIENDA EN KELVINATOR! Consta de 142m2 construidos y 114m2 de útiles.  Dichos metros cuadrados están distribuidos de la siguiente manera: - 4 dormitorios con armarios empotrados. - Dos baños completos, uno de ellos en suite con bañera. - Amplio y luminoso salón. - Amplia cocina con acceso a tendedero cubierto. CARACTERISTICAS DE LA VIVIENDA: - Armarios empotrados en todos los dormitorios y recibidor. - Suelos de parquet y gres en zonas húmedas. - Ventanas correderas de aluminio blanco. - Calefacción por gas natural.  - 1 plaza de garaje.  - Trastero. - Entre planta muy luminosa. ¡Piso totalmente EXTERIOR! La zona ofrece numerosos parques muy grandes, zona nueva de Getafe, cuenta con Centros Comerciales como El Corte Inglés EL BERCIAL. METRO SUR y RENFE. Acceso directo a M-45, M-40 M-50, A-42. Llámenos para visitarlo sin compromiso. * EN ESTE PRECIO NO ESTÁN INCLUIDOS LOS HONORARIOS DE INTERMEDIACIÓN INMOBILIARIOS, NI LOS GASTOS DE COMPRAVENTA*.",False,good,False,True,2266.0,{'typology': 'flat'},"{'subtitle': 'El Rosón - Kelvinator, Getafe', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},,
496,496,21,101768586,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/bc/e0/1133155528.jpg,290,57,6,349900.0,penthouse,sale,91.0,True,2,2,Calle Congo,Madrid,Getafe,El Bercial,es,,40.3271225,-3.73139,False,https://www.idealista.com/inmueble/101768586/,3379,"Yourhabitat Vende! Se vende Coqueta y amplia vivienda en 6ª y última planta con terraza en el Bercial! Ubicada en una de las mejores urbanizaciónes Privadas! Consta de 2 amplios dormitorios, ambos con armarios empotrados, cocina de casi 10m2 con salida a un cómodo tendedero, espacioso salón comedor de 27m2, 2 baños completos, (uno de ellos en suite con ventana y de mármol con ducha hidromasaje) y una terraza con magníficas vistas abiertas a la urbanización en la que disfrutarás en lo momentos de descanso. La terraza de 7m2, tiene acceso desde el salón comedor y desde el dormitorio principal. Gracias a su altura, tiene una envidiable luminosidad con orientación NorEste/SurOeste, completamente Exterior! Cuenta con la deseada ventilación cruzada y dotado con las mejores calidades: los suelos de la cocina de Porcelanosa, tarima en toda la vivienda de roble(a excepción de los baños que son de gres), paredes lisas, luces led, ventanas de climalit con rotura de puente térmico y oscilobatientes, puertas de roble, aire acondicionado por conducto (Daikin), puerta de entrada blindada, Caldera Roca, persianas automáticas en el salón, solado del ático material Stoker Durango, instalación de nuevos interruptores en toda la vivienda de la marca ""bticino"" Esta vivienda, además cuenta con PLAZA DE GARAJE Y TRASTERO. Todo ello situado en una Finca Seminueva, de zonas ajardinadas, piscina, zona infantil y portero físico! La zona ofrece numerosos parques cercanos, zona nueva de Getafe, cuenta con Centros Comerciales como El Corte Inglés EL BERCIAL. METRO SUR y RENFE. Acceso directo a M-45, M-40 M-50, A-42. Si quieres más información, no lo dudes y ponte en conctacto con nuestros asesores, te atenderán encantados! Llama al o bien escríbenos a  Estamos en el mismo Bercial, en la Avenida Mariano el Músico 6. No lo dudes y ven a visitarnos! Yourhabitat originales, innovadores, diferentes. Encuentra más en: Yourhabitat.",False,good,False,True,3845.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'El Bercial, Getafe', 'title': 'Ático en Calle Congo'}",True,False,True,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
497,497,22,103395044,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/db/fd/28/1188190056.jpg,,41,bj,315000.0,flat,sale,137.0,True,4,2,Calle Ramón Rubial,Madrid,Getafe,El Rosón - Kelvinator,es,,40.3170857,-3.7342282,False,https://www.idealista.com/inmueble/103395044/,3389,"! Gran Ocasión en Venta!  - Piso familiar, amplio y con mucha luz natural todo el día. Es una planta baja pero de altura casi como un primero, consta de 4 habitaciones muy amplias todas con armarios empotrados vestidos en su interior, también dispone de armario empotrado en la entrada a la vivienda. Salón independiente y amplia cocina con tendedero.  - El piso tiene dos baños uno con bañera y el otro con plato de ducha, ambos con ventana al exterior. El que tiene bañera se encuentra en la habitación principal.  - Toda la carpintería interior de la vivienda es en roble y esta en buenas condiciones. El cerramiento es en aluminio blanco también en buenas condiciones. Suelos de toda la vivienda en parquet, menos en cocina y baños. Tiene calefacción individual de gas natural.  -La vivienda cuenta con un trastero ideal para almacenar aquello que no queremos tener por casa, y una plaza de garaje de muy fácil estacionamiento, tanto para la entrada al garaje como para la salida.  - En sus alrededores cuenta con todos los servicios necesarios muy cerca, tales como escuelas infantiles, colegios, centro medico, restaurantes, supermercados como ""Mercadona"" y ""Lidl"" y tiendas de barrio pequeñas como carnicerías, farmacias etc. Tiene varios parques infantiles y jardines cerca. Conexión con la carretera de Toledo A-42, dirección Madrid con Plaza Elíptica a 10 min. Transportes públicos como Renfe, estaciones de Getafe Central y Las Margaritas, muy cerca también de la Universidad ""Carlos III"" como a 10 minutos andando. En general muy buena ocasión de comprar una vivienda muy bien situada y muy amplia. Reserva tu visita sin compromiso, mejor siempre valorar en persona.",False,good,False,True,2299.0,{'typology': 'flat'},"{'subtitle': 'El Rosón - Kelvinator, Getafe', 'title': 'Piso en Calle Ramón Rubial'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
498,498,23,101814873,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/38/f0/1161010346.jpg,BERCIAL-42,36,3,385000.0,flat,sale,141.0,True,3,2,Calle Elvira Lindo,Madrid,Getafe,El Bercial,es,,40.3313009,-3.7308957,False,https://www.idealista.com/inmueble/101814873/,3428,"Agencia inmobiliaria Tecnocasa de Getafe - zona El Bercial - vende AMPLIO PISO DE 115m2 UTILES en URBANIZACION CERRADA con 2 PLAZAS DE GARAJE, TRASTERO, TERRAZA, PISCINA COMUNITARIA, PISTA DE PADEL, PARQUE INFANTIL Y PORTERO 24h a tan solo 100m de la parada de Metrosur El Bercial. La vivienda se distribuye en AMPLIO SALON DE 38m2; cocina con zona office y tendedero anexo; tres dormitorios, todos equipados con armario empotrado; dos cuartos de baño completos, uno equipado con plato de ducha y otro situado en suite principal, con bañera de hidromasaje.  Puertas en roble, suelos en tarima, ventanas climalit abatibles en toda la vivienda y pintura en liso. Aire acondicionado en salón y en los tres dormitorios.  En la zona encontrarás todo tipo de servicios, colegios e institutos, transporte público (línea 12 de Metrosur, línea C-4 de Cercanías Renfe y líneas de autobús), zonas comerciales, zonas verdes y fácil acceso a carreteras A-42 y M-45.",False,good,False,True,2730.0,{'typology': 'flat'},"{'subtitle': 'El Bercial, Getafe', 'title': 'Piso en Calle Elvira Lindo'}",True,False,True,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},,
499,499,24,103566227,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/7f/8d/1193530101.jpg,RP2352024122059,8,4,119900.0,flat,sale,75.0,True,3,1,La Alhóndiga,Madrid,Getafe,La Alhóndiga,es,,40.3113988,-3.7376509,False,https://www.idealista.com/inmueble/103566227/,3433,"¡ ESTUPENDA VIVIENDA EN LA ALHÓNDIGA! Vivienda en cuarta planta sin ascensor, consta de 75m2 construidos y 68m2 útiles distribuidos de la siguiente forma:  - 3 dormitorios.  - Salón comedor con terraza de 7m2. - Cocina equipada con acceso a la terraza. - Baño completo con plato de ducha.   DETALLES DE LA VIVIENDA: - Suelos de gres. - Paredes en gota. - Carpintería interior de origen. - Ventanas de aluminio convencional. - Puerta blindada. - Aire acondicionado en el salón. Situado en una finca en el centro de Getafe con comercios y buenas comunicaciones, cerca de Metro y Renfe Getafe Central y el hospital de Getafe. Al lado de colegios. También líneas de autobuses y acceso directo a la A-42. Llámenos para visitarlo sin compromiso. * EN ESTE PRECIO NO ESTÁN INCLUIDOS LOS HONORARIOS DE INTERMEDIACIÓN INMOBILIARIOS, NI LOS GASTOS DE COMPRAVENTA*  Piso para entrar a vivir, 3 dormitorios, salón con terraza y aire acondicionado, cocina con acceso a la terraza y baño con plato de ducha.",False,good,False,False,1599.0,{'typology': 'flat'},"{'subtitle': 'La Alhóndiga, Getafe', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
500,500,0,103376660,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/1d/cb/1187557207.jpg,UCJ-LT45874696,25,2,99300.0,penthouse,sale,83.0,False,1,1,Calle Arquímedes,Madrid,Leganés,Valdepelayo - Montepinos - Arroyo Culebro,es,Valdepelayo-Montepinos-Arroyo Culebro,40.3128005,-3.8060246,False,https://www.idealista.com/inmueble/103376660/,3441,"POSIBILIDAD DE TRIBUTAR POR IVA O ITP - AUTORIZADOS EMPADRONAMIENTOS Investment Group10, vende promoción de maravillosos Loft (inscritos como viviendas) en varias alturas, con garaje y trastero anejo, en la misma finca. Edificio seminuevo con gimnasio comunitario. El edificio se configura a partir de dos bloques longitudinales paralelos a la calle. Entre los bloques se crea un espacio libre en toda su altura en donde se proyectan 2 piezas de edificaciones concatenadas mediante patios para que los lofts puedan ventilar e iluminarse naturalmente. Desde el interior, la longitud total del edificio se reparte en cuatro cuerpos unidos por tres núcleos de comunicación vertical, con 3 accesos peatonales desde la calle, que crean un diálogo directo entre la calle y el parque que se sitúa en la parcela posterior, al que se puede acceder desde estas piezas. A través de estos tres núcleos se accede al edificio mediante amplios espacios de gran altura ventilados naturalmente, por donde discurren las escaleras principales que comunican el nivel 0 con los niveles 1 y 2 hasta la cubierta. Desde las escaleras principales se accede a corredores longitudinales que comunican todos los despachos. En el nivel 0, estos corredores son al aire libre y relacionan los despachos con patios ajardinados interiores. En el resto de niveles, los corredores son interiores a cada pastilla dando acceso por sus dos laterales a cada despacho. El edificio cuenta con tres niveles de altura doble, de los cuales los que se encuentran a nivel superior tienen acceso independiente a una terraza en cubierta. En lacubierta se ubican los cuartos de instalaciones y maquinaria para climatización, así como los paneles captadores de energía solar térmica. Bajo rasante el edificio se desarrolla en dos niveles, en el primer nivel se crea un espacio de archivo o almacenamiento distribuido para que cada despacho pueda disponer de ellos. También se ha creado un espacio ligado al perímetro ajardinado del edificio dotado con una piscina, SPA, una pista de squash, y gimnasio, con vestuarios y duchas. Cuenta con seguridad 24 h SI QUIERE MAS INFORMACIÓN O LE GUSTARÍA HACER UNA VISITA, NO DUDE EN CONTACTAR CON NOSOTROS. ¡Estaremos encantandos de atenderl@! (También atendemos vía WhatsApp).",False,good,False,True,1196.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Valdepelayo-Montepinos-Arroyo Culebro, Leganés', 'title': 'Ático en Calle Arquímedes'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
501,501,1,103569813,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/93/32/1193641735.jpg,FER CENTRO,19,2,129900.0,flat,sale,75.0,False,3,1,barrio La Fortuna,Madrid,Leganés,La Fortuna,es,La Fortuna,40.3586792,-3.781717,False,https://www.idealista.com/inmueble/103569813/,3450,"Hogares Leganés Centro VENDE Precioso piso en Leganés, La Fortuna. Este precioso piso esta compuesto de un hall de entrada, salón amplio con salida a una terraza interior, cocina amplia, 1 baño completo con plato de ducha de hidromasaje y 3 dormitorios amplios. La vivienda esta en perfectas condiciones para entrar a vivir, esta en una ubicación perfecta, ya que tiene todos los servicios cercanos; metro, parada de autobús, salidas inmediatas a Madrid, parques infantiles, colegios y comercios cercanos. FINANCIACION HASTA EL 100% NO DUDEIS EN VENIR A VERLO SIN COMPROMISO.",True,good,False,False,1732.0,{'typology': 'flat'},"{'subtitle': 'La Fortuna, Leganés', 'title': 'Piso'}",True,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
502,502,2,102962401,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/47/d4/1173300180.jpg,CONCEPCIÓN,10,2,136000.0,flat,sale,65.0,True,3,1,barrio La Fortuna,Madrid,Leganés,La Fortuna,es,La Fortuna,40.3591344,-3.7791587,False,https://www.idealista.com/inmueble/102962401/,3450,"INMOFOR VENDE - VIVIENDA SEMIREFORMADA EXTERIOR DE 3 DORMITORIOS CON AMPLIA TERRAZA 65 m2 construidos 60 m2 útiles 3 dormitorios  Planta Segunda  Puerta Blindada Sapelli Puertas de Sapelli  Ventanas de Aluminio SEMIREREFORMADO Cocina Amueblada a 2 frentes nueva con 4 fuegos y Campana Caldera Estanca recién puesta Calefacción Individual a Gas Natural  Baño con ventana y plato de Ducha con mampara  Habitacion mediana con armario Empotrado y salida a terraza Habitación Pequeña con salida a terraza cerrada en Aluminio Habitacion mediana y de matrimonio con aire acondicionado con bomba de calor POSIBILIDAD DE DEJAR EL PISO EN 2 DORMITORIOS CON SALÓN INDEPENDIENTE Y GRAN RECIBIDOR Muy luminoso y en el centro del Barrio ""-Inmofor - Inmobiliaria de confianza de en el Barrio la Fortuna (Leganés) con más de 20 años de experiencia. HONORARIOS DE AGENCIA INCLUIDOS EN EL PRECIO"".",False,renew,False,False,2092.0,{'typology': 'flat'},"{'subtitle': 'La Fortuna, Leganés', 'title': 'Piso'}",False,False,False,False,False,False,,,,
503,503,3,100510599,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/74/ac/1090094937.jpg,VP.04,17,8,139900.0,flat,sale,72.0,True,3,1,Calle Estudiantes,Madrid,Getafe,La Alhóndiga,es,,40.3106029,-3.7380996,False,https://www.idealista.com/inmueble/100510599/,3453,"TECNOCASA ESTUDIO LA ALHÓNDIGA - CENTRO - HOSPITAL VENDE. - Piso COMPLETAMENTE EXTERIOR compuesto por hall, 3 dormitorios, salón muy luminoso con acceso a terraza, cocina y baño con plato de ducha. Suelos de gres en todas las estancias, excepto en los dormitorios que son suelos de parquet; paredes y techos en gota en todas las estancias, puerta de entrada blindada, puertas interiores sapelly, dobles ventanas de aluminio correderas. La vivienda dispone de calefacción de Gas Natural en todas las estancias. La finca en que radica está totalmente reformada, adaptada a personas con movilidad reducida y a escasos 650 metros del Ayuntamiento, a menos de 500 metros de la entrada principal del Hospital Universitario de Getafe y a 500 metros de la estación de Cercanías RENFE de Getafe Centro. Se encuentra en una zona muy próxima a las estaciones de MetroSur de Getafe central (A TAN SOLO 5 MINUTOS A PIE) y Alonso de Mendoza, rodeado de comercios de todo tipo, además de centros educativos para todas las edades. De fácil y rápido acceso a carretera de Toledo (A42). Además, te encontramos la financiación necesaria para hacer tu sueño realidad, pregunta por nuestro departamento financiero Kiron, ellos lo harán posible.",False,good,False,True,1943.0,{'typology': 'flat'},"{'subtitle': 'La Alhóndiga, Getafe', 'title': 'Piso en Calle Estudiantes'}",False,False,False,False,False,False,,,,
504,504,4,103029020,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/4a/4d/1175646551.jpg,Grandes,31,3,304990.0,flat,sale,81.0,True,2,2,Calle Almudena Grandes,Madrid,Getafe,El Bercial,es,,40.3261008,-3.7305473,False,https://www.idealista.com/inmueble/103029020/,3458,"""Iberpisos ofrece en exclusiva: excelente vivienda semi-nueva en El Bercial y en la MEJOR URBANIZACION DE LA ZONA"" Vivienda que consta de: Terraza, 2 Dormitorios amplios, Salón independiente, Cocina amueblada y equipada con tendedero, 2 Baños muy amplios y completos. Plaza de garaje incluida en el precio, Trastero, Zonas comunes: Ajardinadas con Piscina Y Parque infantil. Dispone de conserje. La vivienda dispone de las siguientes calidades: Aire acondicionado. Suelos de Tarima, Calefacción Gas-Natural. Ventanas PVC, Puertas macizas y armarios empotrados, Paredes Lisas, Muebles de cocina y baños de gran calidad. La vivienda tiene una excelente comunicación, dispone de paradas de autobús, colegios, farmacias e institutos muy próximos. Mejor realiza una visita y no te quedes con las ganas de conseguir una vivienda al mejor precio de la zona. Posibilidad de financiación con nuestro departamento IBP FINANCIACIÓN, con las mejores condiciones del mercado. Visítanos en la Calle Madrid 97.",False,good,False,True,3765.0,{'typology': 'flat'},"{'subtitle': 'El Bercial, Getafe', 'title': 'Piso en Calle Almudena Grandes'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},,
505,505,5,101592902,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/ed/4f/bd/1136459056.jpg,,30,3,123000.0,flat,sale,70.0,True,3,1,Calle Almagro,Madrid,Getafe,La Alhóndiga,es,,40.3085326,-3.7400686,False,https://www.idealista.com/inmueble/101592902/,3463,"Se esta implantando el ASCENSOR. ¡OPORTUNIDAD! . Vente a vivir a un barrio consolidado cercano a zonas verdes y muy bien comunicado. Próximo a estación de Renfe y cercanías Getafe central. Zona rodeada de comercios, colegios, centros de salud y hospital.  Vivienda con una entrada recibidor de 4 m², 3 dormitorios, baño completo, salón de 15 m² con salida a una terraza descubierta que cuenta con armario en aluminio a medida. Los suelos de la vivienda en parqué, a excepción de baño, cocina y terraza, que son cerámicos. Ventanas de aluminio, calefacción individual, dispone de gas natural y de 3 aparatos de aire acondicionado.  Las personas Interesadas en el inmueble pueden también aparte de llamar, escribir mensaje whatsapp o contactar por correo electrónico a la dirección.",False,good,False,False,1757.0,{'typology': 'flat'},"{'subtitle': 'La Alhóndiga, Getafe', 'title': 'Piso en Calle Almagro'}",False,False,False,False,False,False,,,,
506,506,6,103502213,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/85/b1/1191510835.jpg,,8,,355000.0,flat,sale,124.0,,2,1,Calle Hermanos Álvarez Quintero,Madrid,Getafe,La Alhóndiga,es,,40.3095588,-3.7389081,False,https://www.idealista.com/obra-nueva/103502213/,3467,"Fabuloso ático con una terraza de unos 64 m2 de venta sobre plano situada en Getafe, en Madrid. Piso situado en la tercera planta de un edificio residencial en construcción distribuido en un amplio salón-comedor con la cocina integrada, amueblada y equipada, 2 dormitorios y 1 baño. La terraza tiene forma de L y es accesible desde todas las estancias de la vivienda. Gozará de muy buenas calidades constructivas y con acabados de calidad. La finca, que dispondrá de portero automático y ascensor adaptado para personas con movilidad reducida, se emplaza en una zona residencial equipada con todo tipo de servicios que facilitan tu día a día: centros educativos, el Hospital Universitario de Getafe, comercios de toda clase, supermercados, entidades bancarias, servicios de restauración, etc. Además, goza de muy buenas y rápidas comunicaciones tanto por carretera como por transporte público ya que el acceso a la carretera A-42 se encuentra a menos de 500 metros y la estación de Metro y Cercanías de Getafe Centro a menos de 650 metros. A menos de 15 minutos en coche del centro de Madrid. ¿A qué estás esperando? Llámanos y te informamos sin ningún compromiso.",False,newdevelopment,True,True,2863.0,{'typology': 'flat'},"{'subtitle': 'La Alhóndiga, Getafe', 'title': 'Piso en Calle Hermanos Álvarez Quintero'}",True,False,False,False,False,False,,,,False
507,507,7,102854501,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/50/65/1169575088.jpg,,14,bj,99990.0,flat,sale,45.0,True,1,1,barrio La Fortuna,Madrid,Leganés,La Fortuna,es,La Fortuna,40.3588041,-3.781946,False,https://www.idealista.com/inmueble/102854501/,3468,"Inmoref servicios inmobiliarios vende proxima vivienda a estrenar en leganés, con posibilidad de elegir calidades y acabados antes de inicio de obra. Actualmente es un local comercial con posibilidad de convertir en vivienda. Las fotografias y el vídeo son de una vivienda ya terminada y vendida con unos metros parecidos, en ellos se puede observar como quedaría con el cambio de uso y el resultado final. Incluye plano del estado actual y del posible estado ya reformado como vivienda. En el precio total incluye compra del inmueble, tramitación del cambio de uso, gestión, proyecto de arquitectura con dirección de obra y reforma integral conforme al proyecto presentado. A día de hoy aún es un inmueble comercial a pie de calle, se sitúa en leganés en la zona de la fortuna, a 5 minutos andando del metro, muy próximo del centro comercial sambil y a los autobuses dirección madrid - leganés, con todos los servicios y comercios disponibles alrededor. Solicita información sin compromiso.",True,good,False,False,2222.0,{'typology': 'flat'},"{'subtitle': 'La Fortuna, Leganés', 'title': 'Piso'}",True,False,False,False,False,False,,,,
508,508,8,103253142,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/bf/8e/1183398840.jpg,1002,25,bj,125000.0,flat,sale,53.0,True,2,1,barrio La Fortuna,Madrid,Leganés,La Fortuna,es,La Fortuna,40.3592335,-3.7802991,False,https://www.idealista.com/inmueble/103253142/,3481,"Bienvenido a este encantador refugio recién reformado en uno de los distritos más prometedores de Madrid. Con 53m² construidos, esta propiedad ofrece un espacio acogedor y funcional que te invita a vivir con comodidad y estilo. Esta propiedad se encuentra igual que en las fotografias! La cocina equipada es el corazón de este hogar, ofreciendo un espacio moderno para tus creaciones culinarias. Además, cuenta con dos habitaciones bien distribuidas que se adaptan a tus necesidades, un baño completo y una terraza encantadora, el lugar perfecto para relajarte al aire libre y disfrutar del clima de Madrid. Situada en el dinámico distrito de La Fortuna, esta propiedad te ofrece la combinación perfecta de tranquilidad y acceso a servicios. Con excelentes conexiones de transporte, una amplia variedad de comercios y espacios verdes cercanos, experimentarás lo mejor de la vida urbana. No pierdas la oportunidad de hacer de este espacio tu nuevo hogar. ¡Contáctanos en Atremo Investments para más detalles y para concertar una visita hoy mismo!",False,good,False,False,2358.0,{'typology': 'flat'},"{'subtitle': 'La Fortuna, Leganés', 'title': 'Piso'}",False,False,False,False,False,False,,,,
509,509,9,100283015,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/3d/5d/1095807852.jpg,03156,32,1,290000.0,flat,sale,111.0,True,4,2,Avenida los Castillos,Madrid,Alcorcón,Valderas - Los Castillos,es,Valderas - Los Castillos,40.3488569,-3.802643,False,https://www.idealista.com/inmueble/100283015/,3482,"GRINVAL VENDE vivienda URBANIZACION LOS HABITAT en la zona de los Castillos de Alcorcón, con piscina comunitaria y amplios jardines, vigilante, a pocos metros de la estación ""Joaquín Vilumbrales"" línea 10, paradas de autobús, supermercados, restaurantes y entidades bancarias. Se trata de una primera planta con ascensor, que se compone de 4 dormitorios (tres de ellas con armarios empotrados), dos baños completos con bañera, salón muy amplio de doble circulación con acceso a terraza acristalada, cocina grande con mucho espacio para almacenaje. Tiene puertas de roble, aire acondicionado en un dormitorio, suelos de parquet, ventanas de aluminio gris correderas. Dispone también de domótica en las habitaciones principales. Calefacción y agua centralizada.  Vivienda muy luminosa con orientación sur. UNA PLAZA DE GARAJE GRANDE INCLUIDA EN EL PRECIO (la mejor del parking) situada frente a la urbanización a 5 metros de distancia. - Gestionamos su financiación. Consúltenos!",False,good,False,True,2613.0,{'typology': 'flat'},"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Piso en Avenida los Castillos'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},,
